LAMMPS data file via write_data, version 12 Dec 2018, timestep = 1800

3600 atoms
1 atom types
1800 bonds
1 bond types

-5.0000000000000000e-01 5.5000000000000000e+01 xlo xhi
-5.0000000000000000e-01 5.5000000000000000e+01 ylo yhi
0.0 175.0 zlo zhi

Atoms # full

238 119 1 0.0000000000000000e+00 6.4228238801556081e+00 -2.2877320091738368e-01 1.1152571313922468e+02 0 0 0
902 451 1 0.0000000000000000e+00 5.2039488019069529e+00 8.3277050075945862e+00 1.1050074156150593e+02 0 0 0
663 332 1 0.0000000000000000e+00 1.0715688878025395e+01 3.5000462503664802e+00 1.1277211570431302e+02 0 0 0
664 332 1 0.0000000000000000e+00 1.0442455641712593e+01 2.4348969860138427e+00 1.1327218034335789e+02 0 0 0
1361 681 1 0.0000000000000000e+00 1.3254619320386576e+01 8.3839177785094652e+00 1.1177398984325562e+02 0 0 0
1362 681 1 0.0000000000000000e+00 1.3068808139920412e+01 8.4614076010509205e+00 1.1296509585558881e+02 0 0 0
1243 622 1 0.0000000000000000e+00 2.5973707448468744e+01 7.9171002351364699e+00 1.1025175335447786e+02 0 0 0
1244 622 1 0.0000000000000000e+00 2.6919086864390586e+01 7.2769159915212036e+00 1.1064632387311558e+02 0 0 0
1314 657 1 0.0000000000000000e+00 2.5769440617470320e+01 4.4224462110878060e-01 1.1072848630310868e+02 0 0 0
1503 752 1 0.0000000000000000e+00 2.0367065133056787e+01 1.0306392684374031e+00 1.1278450215616613e+02 0 0 0
1504 752 1 0.0000000000000000e+00 2.1574867677386639e+01 1.0341058541595654e+00 1.1280606593815753e+02 0 0 0
997 499 1 0.0000000000000000e+00 2.8496371422488043e+01 4.9345426700922621e+00 1.1067510229772354e+02 0 0 0
998 499 1 0.0000000000000000e+00 2.9600389483370439e+01 5.3260020934413914e+00 1.1037986063210595e+02 0 0 0
1391 696 1 0.0000000000000000e+00 3.0704454995154936e+01 7.0840263230235010e+00 1.1219367245664937e+02 0 0 0
1392 696 1 0.0000000000000000e+00 3.0820148728172040e+01 5.9307516335138324e+00 1.1253402000060545e+02 0 0 0
1469 735 1 0.0000000000000000e+00 3.5569570456026803e+01 7.2287588498234934e+00 1.1281095793536106e+02 0 0 0
1470 735 1 0.0000000000000000e+00 3.6145682104869657e+01 7.0210321368270323e+00 1.1176970437317014e+02 0 0 0
1893 947 1 0.0000000000000000e+00 3.9669373862510632e+01 3.6942274328327809e+00 1.1356118275279601e+02 0 0 0
500 250 1 0.0000000000000000e+00 4.8762124660175672e+01 -3.9765175303324285e-01 1.1248341514329447e+02 0 0 0
631 316 1 0.0000000000000000e+00 7.7681225562295451e+00 1.4662883336333573e+01 1.1165887333071167e+02 0 0 0
632 316 1 0.0000000000000000e+00 8.5636475790147042e+00 1.5397779713735277e+01 1.1219397262299724e+02 0 0 0
901 451 1 0.0000000000000000e+00 5.9162113694454499e+00 9.2042949122166764e+00 1.1092915278217843e+02 0 0 0
1619 810 1 0.0000000000000000e+00 4.7114831627126080e-01 1.6570511966912498e+01 1.1079915716061969e+02 0 0 0
1620 810 1 0.0000000000000000e+00 9.0841569910026077e-01 1.5761894382256777e+01 1.1001544877244241e+02 0 0 0
1885 943 1 0.0000000000000000e+00 -1.5720969973716525e-02 1.0214766005993782e+01 1.1250129162998724e+02 0 0 0
1886 943 1 0.0000000000000000e+00 1.0907670497076127e+00 1.0084696081598077e+01 1.1296822853907602e+02 0 0 0
871 436 1 0.0000000000000000e+00 1.3358764542844646e+01 1.6936604558453485e+01 1.1133331713108340e+02 0 0 0
872 436 1 0.0000000000000000e+00 1.4154446682553800e+01 1.6604460713276612e+01 1.1048724715841034e+02 0 0 0
1787 894 1 0.0000000000000000e+00 9.9721095346203921e+00 1.3414265179175588e+01 1.1056878003184612e+02 0 0 0
1788 894 1 0.0000000000000000e+00 1.0262732693726504e+01 1.4579066647113281e+01 1.1043446800825409e+02 0 0 0
1089 545 1 0.0000000000000000e+00 2.2165788912777131e+01 1.1957341746672533e+01 1.1348915606923353e+02 0 0 0
1090 545 1 0.0000000000000000e+00 2.2300259080369706e+01 1.0911279072212800e+01 1.1290014447755661e+02 0 0 0
1091 546 1 0.0000000000000000e+00 2.7189258531919752e+01 1.3964401160964197e+01 1.1356584941192888e+02 0 0 0
